NiN 2 kode;FP;SP;TKode;HTGKode;HTKode;GTKode
T1-30;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-50
T1-31;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-51
T1-32;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-52
T1-33;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-53
T1-34;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-54
T1-35;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-55
T1-36;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-56
T1-37;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-57
T1-38;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-58
T1-39;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-59
T1-40;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-60
T1-61;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-61
T1-62;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-62
T1-63;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-63
T1-64;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-64
T1-65;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-65
T1-66;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-66
T1-67;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-67
T1-68;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-68
T1-69;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-69
T1-70;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-70
T1-71;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-71
T1-72;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-72
T1-73;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-73
T1-74;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-74
T1-75;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-75
T1-76;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-76
T1-81;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-77
T1-82;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-78
T1-83;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-79
T1-84;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-80
T1-85;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-81
T1;4;4;C-PE-NA;NA-T;T-A-02;T-A-02-0
T2-1;2;4;C-PE-NA;NA-T;T-A-02;T-A-02-01
T2-3;3;2;C-PE-NA;NA-T;T-A-02;T-A-02-02
T2-7;3;2;C-PE-NA;NA-T;T-A-02;T-A-02-03
T2-2;2;4;C-PE-NA;NA-T;T-A-02;T-A-02-04
T2-4;3;2;C-PE-NA;NA-T;T-A-02;T-A-02-05
T2-8;3;2;C-PE-NA;NA-T;T-A-02;T-A-02-06
T2-1;1;4;C-PE-NA;NA-T;T-A-02;T-A-02-07
T2-3;3;1;C-PE-NA;NA-T;T-A-02;T-A-02-08
T2-7;3;1;C-PE-NA;NA-T;T-A-02;T-A-02-09
T3;4;3;C-PE-NA;NA-T;T-A-03;T-A-03-0
T3-1;4;4;C-PE-NA;NA-T;T-A-03;T-A-03-01
T3-4;4;2;C-PE-NA;NA-T;T-A-03;T-A-03-02
T3-10;4;2;C-PE-NA;NA-T;T-A-03;T-A-03-03
T3-2;4;3;C-PE-NA;NA-T;T-A-03;T-A-03-04
T3-5;3;2;C-PE-NA;NA-T;T-A-03;T-A-03-05
T3-11;3;2;C-PE-NA;NA-T;T-A-03;T-A-03-06
T10-1;1;4;C-PE-NA;NA-T;T-A-03;T-A-03-07
T3-3;4;4;C-PE-NA;NA-T;T-A-03;T-A-03-08
T3-6;4;2;C-PE-NA;NA-T;T-A-03;T-A-03-09
T3-12;4;2;C-PE-NA;NA-T;T-A-03;T-A-03-10
T10-1;2;4;C-PE-NA;NA-T;T-A-03;T-A-03-11
T3-13;4;2;C-PE-NA;NA-T;T-A-03;T-A-03-12
T3-14;2;4;C-PE-NA;NA-T;T-A-03;T-A-03-13
T3-2;1;4;C-PE-NA;NA-T;T-A-03;T-A-03-14
T3-5;1;3;C-PE-NA;NA-T;T-A-03;T-A-03-15
T3-11;1;3;C-PE-NA;NA-T;T-A-03;T-A-03-16
T22, T9;4;3;C-PE-NA;NA-T;T-A-04;T-A-04-0
T22-1,2;2;3;C-PE-NA;NA-T;T-A-04;T-A-04-01
T22-1,2;2;3;C-PE-NA;NA-T;T-A-04;T-A-04-02
T22-3,4;2;3;C-PE-NA;NA-T;T-A-04;T-A-04-03
T4;3;4;C-PE-NA;NA-T;T-B-01;T-B-01-0
T4-1;3;4;C-PE-NA;NA-T;T-B-01;T-B-01-01
T4-2;4;2;C-PE-NA;NA-T;T-B-01;T-B-01-02
T4-4;4;2;C-PE-NA;NA-T;T-B-01;T-B-01-03
T4-5;2;4;C-PE-NA;NA-T;T-B-01;T-B-01-04
T4-6;3;2;C-PE-NA;NA-T;T-B-01;T-B-01-05
T4-8;3;2;C-PE-NA;NA-T;T-B-01;T-B-01-06
T4-9;2;4;C-PE-NA;NA-T;T-B-01;T-B-01-07
T4-10;3;2;C-PE-NA;NA-T;T-B-01;T-B-01-08
T4-12;3;2;C-PE-NA;NA-T;T-B-01;T-B-01-09
T4-13;4;4;C-PE-NA;NA-T;T-B-01;T-B-01-10
T4-14;4;2;C-PE-NA;NA-T;T-B-01;T-B-01-11
T4-16;4;2;C-PE-NA;NA-T;T-B-01;T-B-01-12
T4-1;0;4;C-PE-NA;NA-T;T-B-01;T-B-01-13
T4-17;4;2;C-PE-NA;NA-T;T-B-01;T-B-01-14
T4-18;2;4;C-PE-NA;NA-T;T-B-01;T-B-01-15
T4-5,9;1;4;C-PE-NA;NA-T;T-B-01;T-B-01-16
T4-6,10;1;2;C-PE-NA;NA-T;T-B-01;T-B-01-17
T4-8,12,19,20;1;2;C-PE-NA;NA-T;T-B-01;T-B-01-18
T6;4;4;C-PE-NA;NA-T;T-C-01;T-C-01-0
T6-1;4;4;C-PE-NA;NA-T;T-C-01;T-C-01-01
T6-2,3;4;4;C-PE-NA;NA-T;T-C-01;T-C-01-02
T6-4;4;4;C-PE-NA;NA-T;T-C-01;T-C-01-03
T6-5;4;4;C-PE-NA;NA-T;T-C-01;T-C-01-04
T6-6;4;4;C-PE-NA;NA-T;T-C-01;T-C-01-05
T6-7;4;4;C-PE-NA;NA-T;T-C-01;T-C-01-06
T5;4;4;C-PE-NA;NA-T;T-C-02;T-C-02-0
T5-1;4;4;C-PE-NA;NA-T;T-C-02;T-C-02-01
T5-2;3;4;C-PE-NA;NA-T;T-C-02;T-C-02-02
T5-3;4;3;C-PE-NA;NA-T;T-C-02;T-C-02-03
T5-4;3;4;C-PE-NA;NA-T;T-C-02;T-C-02-04
T5-5;4;3;C-PE-NA;NA-T;T-C-02;T-C-02-05
T5-6,7;4;4;C-PE-NA;NA-T;T-C-02;T-C-02-06
T5-8;4;4;C-PE-NA;NA-T;T-C-02;T-C-02-07
T5-9;3;4;C-PE-NA;NA-T;T-C-02;T-C-02-08
T5-10;4;3;C-PE-NA;NA-T;T-C-02;T-C-02-09
T21,T29;1;4;C-PE-NA;NA-T;T-C-03;T-C-03-0
ny;-;;C-PE-NA;NA-T;T-C-03;T-C-03-01
ny;-;;C-PE-NA;NA-T;T-C-03;T-C-03-02
T21-1;2;4;C-PE-NA;NA-T;T-C-03;T-C-03-03
